Frame_number,centre_x,centre_y,width,height
0.0,1030.5,275.5,135.0,155.0
1.0,1031.12,275.4,136.31999999999994,154.87999999999997
2.0,1031.74,275.3,137.64,154.76000000000002
3.0,1032.36,275.2,138.95999999999992,154.64
4.0,1032.98,275.1,140.27999999999986,154.52
5.0,1033.6,275.0,141.60000000000014,154.39999999999998
6.0,1034.22,274.9,142.92000000000007,154.28000000000003
7.0,1034.8400000000001,274.8,144.24,154.16
8.0,1035.46,274.70000000000005,145.56000000000006,154.04000000000002
9.0,1036.08,274.6,146.88,153.92000000000002
10.0,1036.7,274.5,148.19999999999993,153.79999999999998
11.0,1037.32,274.4,149.51999999999998,153.68
12.0,1037.94,274.3,150.83999999999992,153.55999999999997
13.0,1038.56,274.2,152.16000000000008,153.44000000000003
14.0,1039.18,274.1,153.48000000000002,153.32
15.0,1039.8,274.0,154.80000000000007,153.20000000000002
16.0,1040.42,273.9,156.12,153.07999999999998
17.0,1041.04,273.79999999999995,157.43999999999994,152.95999999999998
18.0,1041.6599999999999,273.7,158.76,152.84
19.0,1042.28,273.6,160.07999999999993,152.71999999999997
20.0,1042.9,273.5,161.39999999999986,152.60000000000002
21.0,1043.52,273.4,162.72000000000014,152.48
22.0,1044.14,273.3,164.04000000000008,152.36
23.0,1044.76,273.2,165.36,152.23999999999998
24.0,1045.38,273.1,166.68000000000006,152.12000000000003
25.0,1046.0,273.0,168.0,152.0
26.0,1043.24,273.15999999999997,169.36000000000013,151.59999999999997
27.0,1040.48,273.32,170.7199999999999,151.20000000000002
28.0,1037.72,273.48,172.08000000000004,150.79999999999998
29.0,1034.96,273.64,173.44000000000005,150.39999999999998
30.0,1032.1999999999998,273.8,174.79999999999995,150.0
31.0,1029.44,273.96,176.15999999999997,149.6
32.0,1026.68,274.12,177.5200000000001,149.20000000000002
33.0,1023.92,274.28,178.87999999999988,148.8
34.0,1021.16,274.44,180.24,148.39999999999998
35.0,1018.4000000000001,274.6,181.60000000000002,148.00000000000003
36.0,1015.6399999999999,274.76,182.95999999999992,147.6
37.0,1012.88,274.91999999999996,184.31999999999994,147.2
38.0,1010.12,275.08000000000004,185.68000000000006,146.8
39.0,1007.3600000000001,275.24,187.04000000000008,146.4
40.0,1004.5999999999999,275.4,188.39999999999998,145.99999999999997
41.0,1001.84,275.56,189.76,145.60000000000002
42.0,999.08,275.72,191.12000000000012,145.2
43.0,996.3199999999999,275.88,192.4799999999999,144.79999999999998
44.0,993.56,276.04,193.84000000000003,144.4
45.0,990.8000000000001,276.2,195.20000000000005,144.0
46.0,988.04,276.36,196.55999999999995,143.60000000000002
47.0,985.28,276.52,197.91999999999996,143.20000000000002
48.0,982.52,276.68,199.2800000000001,142.79999999999998
49.0,979.76,276.84000000000003,200.63999999999987,142.40000000000003
50.0,977.0,277.0,202.0,142.0
51.0,978.02,276.56,202.5999999999999,142.39999999999998
52.0,979.0400000000001,276.12,203.20000000000005,142.79999999999998
53.0,980.06,275.68,203.80000000000007,143.19999999999996
54.0,981.0799999999999,275.24,204.39999999999998,143.60000000000002
55.0,982.0999999999999,274.8,204.9999999999999,144.0
56.0,983.1200000000001,274.36,205.60000000000002,144.4
57.0,984.14,273.92,206.20000000000005,144.79999999999998
58.0,985.16,273.48,206.79999999999995,145.2
59.0,986.1800000000001,273.03999999999996,207.4000000000001,145.59999999999997
60.0,987.2,272.6,208.0,146.00000000000003
61.0,988.22,272.16,208.60000000000002,146.4
62.0,989.24,271.72,209.19999999999993,146.8
63.0,990.26,271.28,209.80000000000007,147.2
