Frame_number,centre_x,centre_y,width,height
7500.0,500.0,212.0,154.0,118.0
7501.0,499.9,212.16000000000003,153.95999999999998,118.00000000000003
7502.0,499.79999999999995,212.32,153.92000000000002,118.0
7503.0,499.7,212.48000000000002,153.88,118.00000000000003
7504.0,499.6,212.64,153.83999999999997,118.0
7505.0,499.5,212.8,153.79999999999995,118.0
7506.0,499.4,212.95999999999998,153.76,117.99999999999997
7507.0,499.29999999999995,213.12,153.71999999999997,118.0
7508.0,499.2,213.27999999999997,153.67999999999995,117.99999999999997
7509.0,499.09999999999997,213.44,153.64,118.0
7510.0,499.0,213.60000000000002,153.59999999999997,118.00000000000003
7511.0,498.9,213.76,153.55999999999995,118.0
7512.0,498.79999999999995,213.92000000000002,153.51999999999992,118.00000000000003
7513.0,498.70000000000005,214.07999999999998,153.48000000000008,117.99999999999997
7514.0,498.6,214.24,153.44000000000005,118.0
7515.0,498.5,214.39999999999998,153.40000000000003,117.99999999999997
7516.0,498.40000000000003,214.56,153.36,118.0
7517.0,498.3,214.72000000000003,153.32000000000005,118.00000000000003
7518.0,498.20000000000005,214.88,153.28000000000003,118.0
7519.0,498.1,215.04000000000002,153.24,118.00000000000003
7520.0,498.0,215.2,153.20000000000005,118.0
7521.0,497.9,215.36,153.16000000000003,118.0
7522.0,497.8,215.51999999999998,153.12,117.99999999999997
7523.0,497.70000000000005,215.68,153.07999999999998,118.0
7524.0,497.6,215.83999999999997,153.04000000000002,117.99999999999997
7525.0,497.5,216.0,153.0,118.0
7526.0,497.2,216.10000000000002,153.19999999999993,118.03999999999999
7527.0,496.9,216.2,153.40000000000003,118.08000000000001
7528.0,496.6,216.3,153.59999999999997,118.12
7529.0,496.3,216.4,153.80000000000007,118.16000000000003
7530.0,496.0,216.5,154.0,118.20000000000002
7531.0,495.7,216.60000000000002,154.19999999999993,118.24000000000004
7532.0,495.4,216.7,154.40000000000003,118.27999999999997
7533.0,495.1,216.79999999999998,154.59999999999997,118.32
7534.0,494.8,216.89999999999998,154.80000000000007,118.35999999999999
7535.0,494.5,217.0,155.0,118.39999999999998
7536.0,494.2,217.1,155.19999999999993,118.44
7537.0,493.9,217.2,155.40000000000003,118.47999999999999
7538.0,493.6,217.3,155.59999999999997,118.52000000000001
7539.0,493.3,217.4,155.80000000000007,118.56
7540.0,493.0,217.5,156.0,118.60000000000002
7541.0,492.7,217.60000000000002,156.19999999999993,118.64000000000001
7542.0,492.4,217.70000000000002,156.40000000000003,118.68
