30000.0,389.5,209.5,151.0,95.0
30001.0,399.1,209.45,145.8,95.1
30002.0,408.7,209.4,140.60000000000002,95.19999999999999
30003.0,418.3,209.35,135.39999999999998,95.30000000000001
30004.0,427.9,209.3,130.2,95.4
30005.0,437.5,209.25,125.0,95.5
30006.0,447.1,209.2,119.80000000000001,95.6
30007.0,456.7,209.15,114.60000000000002,95.69999999999999
30008.0,466.3,209.1,109.39999999999998,95.80000000000001
30009.0,475.9,209.05,104.19999999999999,95.9
30010.0,485.5,209.0,99.0,96.0
30011.0,503.70000000000005,207.6,107.00000000000006,94.80000000000001
30012.0,521.9,206.2,115.0,93.6
30013.0,540.1,204.8,123.0,92.4
30014.0,558.3,203.4,130.99999999999994,91.19999999999999
30015.0,576.5,202.0,139.0,90.0
30016.0,580.8,204.1,141.2,91.80000000000001
30017.0,585.0999999999999,206.2,143.39999999999998,93.6
30018.0,589.4000000000001,208.3,145.60000000000002,95.4
30019.0,593.7,210.4,147.80000000000007,97.19999999999999
30020.0,598.0,212.5,150.0,99.0
30021.0,610.35,211.875,149.79999999999995,99.04999999999998
30022.0,622.7,211.25,149.60000000000002,99.10000000000002
30023.0,635.05,210.625,149.39999999999998,99.14999999999998
30024.0,647.4,210.0,149.20000000000005,99.20000000000002
30025.0,659.75,209.375,149.0,99.25
30026.0,672.1,208.75,148.79999999999995,99.29999999999998
30027.0,684.45,208.125,148.60000000000002,99.35000000000002
30028.0,696.8,207.5,148.39999999999998,99.39999999999998
30029.0,709.15,206.875,148.20000000000005,99.45000000000002
30030.0,721.5,206.25,148.0,99.5
30031.0,733.85,205.625,147.79999999999995,99.55000000000001
30032.0,746.2,205.0,147.60000000000002,99.60000000000002
30033.0,758.55,204.375,147.39999999999998,99.64999999999998
30034.0,770.9,203.75,147.20000000000005,99.69999999999999
30035.0,783.25,203.125,147.0,99.75
30036.0,795.6,202.5,146.79999999999995,99.80000000000001
30037.0,807.95,201.875,146.60000000000002,99.85000000000002
30038.0,820.3,201.25,146.39999999999998,99.89999999999998
30039.0,832.65,200.625,146.20000000000005,99.94999999999999
30040.0,845.0,200.0,146.0,100.0
30041.0,845.5,200.1,144.0,99.19999999999999
30042.0,846.0,200.2,142.0,98.4
30043.0,846.5,200.3,140.0,97.6
30044.0,847.0,200.4,138.0,96.80000000000001
30045.0,847.5,200.5,136.0,96.0
30046.0,848.0,200.6,134.0,95.19999999999999
30047.0,848.5,200.7,132.0,94.4
30048.0,849.0,200.8,130.0,93.6
30049.0,849.5,200.9,128.0,92.80000000000001
